Bar,Beer,Type,Price
Maccadam's Old Oil House,Transatlantique Kriek,beer,12.22925008
Low Point,Red Lager,beer,11.82638735
The Brick,Hammerhead Red Ale,beer,9.845795307
Scarlet Raven Tavern,Road Dog Scottish Porter,beer,10.48947722
The Globe and Anchor,India Pale Ale,beer,12.50699488
Trees Lounge,Enigma,beer,12.4933369
The Maidenhead,Premium Czech Dark Lager,beer,13.92419014
Milliway's,Red Irish Ale,beer,9.476279842
Founding Fathers,Garry Dark Ale,beer,11.87877497
The Earl Of Osbourne,Oatmeal Porter,beer,12.64653205
The Silent Woman,Two Women New,beer,11.44041965
Trees Lounge,Cask Ale,beer,15.68379421
Noah's Bar,Uber Pils,beer,13.75119071
Scarlet Raven Tavern,Macaroni and Cheese,food,6.42
Old Prospector Saloon,Best,beer,12.78183144
Seagrass,Celebration Ale,beer,11.40458406
The Spotted Dog,Red Ale,beer,12.15201693
Shooters,Scout Stout,beer,13.7697839
Dugout Inn,312 Urban Wheat Ale,beer,12.08499712
Palace Saloon,Hazelnut Brown Nectar,beer,13.72698446
Frostfruit Inn,XXX Stout,beer,10.9360418
Samoan Joe's,Hen's Tooth,beer,10.23631004
The Leaky Cauldron,Kilgubbin Red Ale,beer,11.24512082
Candlehearth Hall,Autumn Lager,beer,13.70162507
The King and Queen Tavern,Golden Caramel Lager,beer,11.6060556
The Count's Arms,Honey Brown Lager,beer,13.91738549
Fangtasia,Nastro Azzurro,beer,9.113380304
The Crazy Cock,Maibock,beer,10.02560655
Rolliver's Inn,Copperhead Ale,beer,16.49929325
De Rossi's Wine Bar,Anniversary Ale,beer,12.14686995
Rosie's Bar,Copper Ale,beer,8.204808845
Puzzles,Hop Devil Ale,beer,13.21730411
The Shakespeare,Island Wheat,beer,12.85858764
The Oak and Crosier,Willie Stout,beer,13.0611969
Kavanagh's Irish Pub,Ichiban Special Premium Reserve,beer,11.88924618
The Moonrakers,Two Women New,beer,11.44041965
Maxwell's Nightclub,Lite,beer,16.11307905
The Old Pink Dog,Malzbier,beer,13.135653
Night Spot,Matilda,beer,10.77675048
Wonder Bar,Winter Brew,beer,10.1527265
McAnally's,Butt English Porter,beer,12.00666304
The Pig and Whistle,Decadent,beer,13.19329632
Sandbox,Sliders,food,9.64
Rovers Return Inn,ESB,beer,14.54738914
Eden Hall,Golden Monkey,beer,12.34366814
The Tropicana,Republic Red Rocket Ale,beer,14.6082831
The Cat & Fiddle,Coldfoot Pilsner,beer,9.388347064
Wonder Bar,Elbow,beer,11.22102109
Samoan Joe's,Lager,beer,12.67466054
Pedro McKinnon,Dunkel Weiss,beer,15.18972249
The Cap & Bell,Brewery Kasteel Donker,beer,10.45954248
The Yellow Flag,Blonde,beer,8.810347725
Levy's,Blackberry Wheat,beer,14.65152001
Deville,Amber,beer,11.96165882
The Snug,Golden Ale,beer,9.661445627
The Peach Pit,Double Bag Ale,beer,15.95580848
Dal Riata,Dutch Amber,beer,14.64922613
The Oblivion Bar,Hard Lemonade,beer,11.97758228
The Silver Dollar Saloon,Lager Beer,beer,14.893697
Seagrass,Pilsen,beer,11.57949761
The Railway Arms,Grand Cru,beer,9.751787707
The Globe and Anchor,Peg Leg Imperial Stout,beer,9.202057961
The Buck's Head Inn,Holy Grail Ale,beer,13.34905689
Trees Lounge,Weisse Dark,beer,12.85210944
The Hanged Man,Hammerhead Red Ale,beer,12.84579531
Low Point,All Natural Tripel Blonde Ale,beer,9.864689985
Milk Club,Imperial Pale Ale,beer,9.232659884
Callahan's Place,Oak Aged Beer,beer,15.90215827
The Admiral Benbow Inn,Two Hearted Ale,beer,15.81686514
Louie's,Einbock,beer,10.67393065
Mos Eisley Cantina,Koelsch,beer,12.22125947
The Mucky Duck,Autumnal Fire,beer,14.09864778
Milliway's,Belgian-Style Golden Ale,beer,12.22425907
The Sole Regret,Honey Wheat,beer,10.93846131
The Broken Drum/The Mended Drum,Hefeweizen,beer,9.779417022
The Spotted Dog,Belgian Style Golden Ale,beer,15.13616636
The Boom Boom Room,Beer,beer,12.63541994
Broome's,Ultra,beer,11.44842697
The Hanged Man,Ale,beer,12.68362194
Deville,Sour Brown Ale,beer,13.1664484
Silver,Fat Boy Blue,beer,14.60276243
The Learned Goat,Expedition Ale,beer,13.76177429
The Malt Shovel,Gold,beer,8.387721885
Kelcy's,Skinny Dip Beer,beer,12.70660057
The Bloated Float Inn,Hen's Tooth,beer,12.23631004
McAnally's,Mountain Five Malt Ale,beer,11.84317575
The Count's Arms,Western Lager,beer,11.23824641
Puzzles,Northern Light Ale,beer,13.42509963
Puzzles,Stein Beer,beer,13.07876692
Bob's Country Bunker,Moerlein Select Lager,beer,13.17149254
Four Shields Tavern,Gold,beer,11.38772189
Levy's,Bach,beer,13.82360198
The Earl Of Osbourne,River Porter,beer,12.79436462
De Rossi's Wine Bar,Hard Lemonade,beer,14.97758228
The Thorax Bar,Dry Hopped Saint Rogue Red Ale,beer,9.659203092
Copa,Hard Lemonade,beer,15.97758228
Callahan's Place,Jingo Pale Ale,beer,12.38948869
The Bannered Mare,Saint Bridget's Porter,beer,13.2801891
The Shakespeare,Original Munich Lager,beer,10.45075979
Eden Hall,Dubbel Reserve,beer,12.33229002
The Last Resort,Banana Lambic,beer,13.17794225
The Malt Shovel,Edel-Pils,beer,10.27459209
Jack's Crocodile Bar,Snowplow Milk Stout,beer,14.68547179
Electric Psychedelic Pussycat Swingers Club,Sheep Ale,beer,10.91086581
Gus's Galaxy Grill,Redpoint Ale,beer,10.15221897
The Broken Stool,Mom Hefeweizen,beer,13.68087969
Table Salt,Mai-Ur-Bock,beer,14.70448936
Jack's Crocodile Bar,Calibogue Amber,beer,12.8733512
The Armada Room,Bohemian Pilsner,beer,12.51103345
Rolliver's Inn,Schwarzbier,beer,16.0658471
The Buck's Head Inn,Lambic,beer,15.75077268
The Brick,Dark,beer,11.5934296
Samoan Joe's,Spring Bock,beer,13.039615
Charlie's,Liberty Ale,beer,11.14123845
Grilby's,Zamkowe,beer,12.4998993
The Bull,Chipotle Ale,beer,10.16981924
The Earl Of Osbourne,Hat Blind Faith,beer,11.16029423
Old Prospector Saloon,Keg Can,beer,9.318976055
The Admiral Benbow Inn,Premium Bavarian Pilsner,beer,13.14475274
The Bannered Mare,Autumnal Fire,beer,13.09864778
Salty Sailor Tavern,Cask Ale,beer,15.68379421
Korova Milk Bar,Apple Ale,beer,12.91521934
Wurstbraterei,Straight Arrow Ale,beer,10.06784324
Duke's Pub,Double Bag Ale,beer,15.95580848
The Bada Bing,Carolus Noël,beer,12.95237616
Rolliver's Inn,Dry Hopped Saint Rogue Red Ale,beer,13.65920309
The Aidensfield Arms,Abbey Belgian Style Ale,beer,15.77953783
Founding Fathers,Curly Tail Ale,beer,11.46481697
Fangtasia,Premium Bavarian Pilsner,beer,9.144752744
The Tall Ship,Stein Beer,beer,12.07876692
The Crab Shed,Pilsen,beer,10.57949761
Sandbox,Aprihop,beer,13.87028123
Braidwood Inn,Belgian Style Dubbel,beer,13.0625768
Fortune Casino,Blue Fin Stout,beer,13.39145403
The Plumbers Arms,Doppelbock,beer,11.31695915
The Duke Of Burgundy,Honey Cream Ale,beer,14.27566054
Seagrass,Golden Revolution,beer,13.04067764
The Silent Woman,Elbow,beer,9.221021094
Wurstbraterei,St. Tankhouse Ale,beer,9.326151605
The Silver Dollar Saloon,Clearwater Light,beer,14.09832333
Roulette,Hefe-Weiss Premium,beer,12.84915448
The Old Haunt,Straight Arrow Ale,beer,12.06784324
The Cat & Fiddle,Transatlantique Kriek,beer,9.229250079
Fortune Casino,Crow Ale,beer,12.5397883
Milliway's,Kells Irish Lager,beer,10.57905151
Samoan Joe's,Widow Oatmeal Stout,beer,10.39696608
Talon Bar,Kapittel Pater,beer,14.33622234
MacLaren's Pub,#3 Classic Lager,beer,11.16471181
Broken Keel Tavern,Winter Lager,beer,11.20383688
Y Deri Arms,Nachos,food,13.22
Colonial Taphouse,Raspberry Wheat Ale,beer,8.552765968
The Rose & Thorn,Elfego Bock,beer,13.93389841
Rolliver's Inn,Genesis Ale,beer,13.28088367
Broome's,Autumnal Fire,beer,13.09864778
Mos Eisley Cantina,Premium Czech Dark Lager,beer,9.924190143
The Winchester Tavern,Nest Weizen,beer,11.87695102
The Old Haunt,Triple Abbey Ale,beer,10.66228101
The Yellow Flag,Hen's Tooth,beer,8.236310038
Playaz Club,Witte,beer,13.70001537
The Drowned Trout,Koelsch,beer,16.22125947
Pedro McKinnon,Oatmeal Stout,beer,13.14450163
Bunnys,Tripel Reserve,beer,11.21948223
The Pilgrim's Rest,British Ale,beer,13.02251754
The Lion and Unicorn,Dead Guy Ale,beer,12.83035174
Fangtasia,Prospere,beer,10.43789173
Rick's Café Américain,Black & Tan,beer,11.03745396
The Kit Kat Klub,Irish Lager,beer,10.59427726
Playaz Club,Kapittel Pater,beer,14.33622234
Scarlet Raven Tavern,Bavarian Lager,beer,9.328723125
The Railway Arms,Solstice Imperial Stout,beer,9.112671218
The Drowned Trout,Select,beer,14.23710197
Frostfruit Inn,Blanca Nut Brown Al,beer,10.68611222
Tavern of Time,Storm King Stout,beer,13.19715414
Maxwell's Nightclub,Light Ale,beer,13.63889088
Daddy Crab Leg's Crab Shack,Old Brown Ale,beer,15.98360337
Shooters,Eisphyre,beer,16.40386427
The Bull,Blonde Lager,beer,13.09665518
The Buck's Head Inn,UFO Hefeweizen,beer,14.52158971
John McRory's Place,Noire,beer,13.34416099
Cocktails and Dreams,Expedition Ale,beer,10.76177429
Rowlf's Tavern,Dancing Man Wheat,beer,10.65655364
Crab Shack,Blonde,beer,13.81034772
The Woolpack,Kwak,beer,14.7300989
The Lion and Unicorn,Mild Ale,beer,10.67517139
The Pool Hall,Bear Southern Blonde,beer,9.869638443
The Cap & Bell,Two Women New,beer,11.44041965
The Hand of Glory,Weisse Dark,beer,13.85210944
The Broken Stool,Eye of the Hawk Ale,beer,14.86645965
The Feed Bag,Amber,beer,13.96165882
Kavanagh's Irish Pub,Auburn Ale,beer,9.635510195
Wurstbraterei,Black Hawk Stout,beer,11.160211
Corrado Italian Bistro,Curator Dunkler Doppelbock,beer,15.71609507
Four Shields Tavern,Original,beer,13.9099644
The Cat & Fiddle,Winter Storm,beer,10.54018156
The Hanged Man,Hi Dry,beer,13.00260384
The Old Pink Dog,Honey Ale,beer,15.5161854
Windpeak Inn,Chocolate Brown Ale,beer,10.3648855
The Broken Drum/The Mended Drum,Extra Pale Ale,beer,10.76927491
Trees Lounge,Copper Ale,beer,12.20480885
John McRory's Place,Drool Brown Ale,beer,11.68759319
Friendsy's,Harbor Real Ale,beer,10.86178177
The Feathers,American Amber Ale,beer,12.90592019
Tavern of Time,Damm,beer,11.5563461
The Snug,Bohemian Pilsner,beer,11.51103345
O'Malley's,Hefe-Weisse,beer,9.633780573
Daddy Crab Leg's Crab Shack,Revenge Brown Ale,beer,15.26435861
The Mucky Duck,Irish Lager,beer,13.59427726
The Kebab & Calculator,HefeWeizen,beer,13.88743481
The Rusty Anchor,Bohemian Pilsner,beer,13.51103345
The Woolpack,Expedition Ale,beer,15.76177429
The Cat & Fiddle,Dancing Man Wheat,beer,10.65655364
Fangtasia,Vintage Ale,beer,11.78488259
The Silent Woman,La Folie,beer,11.78005201
The Count's Arms,Koelsch,beer,14.22125947
Pedro McKinnon,Dry Hopped Saint Rogue Red Ale,beer,13.65920309
World's End Tavern,Signature Pilsner,beer,15.37171549
Gallow's End Tavern,Butt English Porter,beer,10.00666304
Boobies,Rustic Ale,beer,16.67640075
Frostfruit Inn,Sparkling Ale,beer,13.10233613
The Plot and Plaster,Double Bag Ale,beer,16.95580848
The Lion and Unicorn,Kindl Weisse,beer,12.34385522
Four Shields Tavern,Brewmaster's Select,beer,11.9006346
Tabard,60 Minute IPA,beer,13.31762692
The Sole Regret,Chips,food,7.78
The Aidensfield Arms,Pale Beer,beer,15.14944704
Cohan's,Brewery Kasteel Donker,beer,10.45954248
Dagmar,Blonde Sur Lie,beer,16.38055285
Scarlet Raven Tavern,Straight Arrow Ale,beer,10.06784324
Mos Eisley Cantina,Hammer IPA,beer,12.26910375
The Plot and Plaster,High Life Light,beer,15.7291037
Wurstbraterei,Red Jack,beer,11.33124331
The Broken Drum/The Mended Drum,California Pale Ale,beer,9.135679588
The Iron Horse,One Porter,beer,11.97737954
The Admiral Benbow Inn,American Pale Ale,beer,12.39152323
The Mucky Duck,Horizon Wheat,beer,12.1496191
Trees Lounge,Canadian,beer,12.68344775
The Kit Kat Klub,Raspberry Wheat Ale,beer,8.552765968
Salty Sailor Tavern,Hefe-Weizen,beer,12.2973098
The Cap & Bell,Belgian Style Dubbel,beer,8.062576799
The Oak and Crosier,Dead Guy Ale,beer,12.83035174
The Armada Room,Dark Lager,beer,10.97832298
Trees Lounge,Irish Stout Pub Draught,beer,12.56739023
The Drunken Huntsman,Road Dog Scottish Porter,beer,10.48947722
The Winchester Club,Irish Lager,beer,13.59427726
The Bull,Buckwheat Ale,beer,10.50812651
Cocktails and Dreams,Pale Rider,beer,9.645239366
Cockatoo Inn,Dubbel Belgian Abbey Ale,beer,13.05198999
Frostfruit Inn,Nastro Azzurro,beer,11.1133803
Mos Eisley Cantina,Cream Ale,beer,9.283603337
Levy's,Stout,beer,15.89629825
The Lamb & Flag,Island Wheat,beer,12.85858764
Candlehearth Hall,Witte,beer,11.70001537
Mos Eisley Cantina,Traditional Welsh Ale,beer,11.53141724
Bob's Country Bunker,Brewmaster's Select,beer,13.9006346
Mad Dog Saloon,Pedigree,beer,9.232960284
The Bada Bing,Fest,beer,13.89794942
Corrado Italian Bistro,Extra Stout,beer,14.7160949
The Grind & Jolt Cafe,Hat Circus Boy Hefeweizen,beer,9.103903745
Alibi Bar,Loft Beer,beer,15.07219139
The Pool Hall,Horizon Wheat,beer,10.1496191
O'Malley's Bar,Quesadillas,food,13.79
Table Salt,Summer Shandy,beer,12.40014863
Dead Man's Drink,River Pale Ale,beer,10.46625351
Eden Hall,Double Bag Ale,beer,13.95580848
Fortune Casino,XXX Stout,beer,10.9360418
The Mucky Duck,Belgian Style Golden Ale,beer,14.13616636
The Aigburth Arms,Black Mocha Stout,beer,12.17523294
Bodarks Bus Stop Restaurant,Ed's Cave Creek Chili Beer,beer,8.070067802
Kavanagh's Irish Pub,Best Light,beer,12.24797315
The Aidensfield Arms,Golden Ale,beer,13.66144563
The Tall Ship,Macaroni and Cheese,food,10.42
Lucky Lockup,Honey Brown Lager,beer,10.91738549
Wonder Bar,Lite,beer,13.11307905
The Peach Pit,Dogtoberfest,beer,14.4581757
The Aidensfield Arms,Kilgubbin Red Ale,beer,14.24512082
Electric Psychedelic Pussycat Swingers Club,XXX Stout,beer,10.9360418
Broken Keel Tavern,Coldfoot Pilsner,beer,10.38834706
Dino's Bar and Grill,Outlaw Lager,beer,10.29743004
Silver,Baltic Porter,beer,13.78257987
The Pool Hall,Gold,beer,9.387721885
Mama Chow's Fine Dining,Triple Abbey Ale,beer,10.66228101
Gallow's End Tavern,Noire,beer,11.34416099
Old Prospector Saloon,Hot wings,food,7.6
Lusty Leopard,Rugged Trail Nut Brown Ale,beer,10.05268667
Wurstbraterei,Premium Light,beer,9.747337374
Wurstbraterei,Red Ale,beer,8.15201693
The Spotted Dog,Gonzo Imperial Porter,beer,12.81524309
The Rose & Thorn,Bourbon Barrel Cherry Stout,beer,11.98085355
Wandin Valley RSL,Desert Pils,beer,10.55768757
The Plumbers Arms,All Natural Tripel Blonde Ale,beer,8.864689985
The Prancing Pony,Midas Touch,beer,12.92880928
Central Perk,Red Banshee Ale,beer,11.49713158
Trees Lounge,Curator Dunkler Doppelbock,beer,14.71609507
Mancini's Family Restaurant,Blonde,beer,10.81034772
World's End Tavern,XXX,beer,13.07179463
Rolliver's Inn,Blue Ribbon,beer,14.71225605
Night Spot,Sour Brown Ale,beer,11.1664484
The Pilgrim's Rest,American Amber Ale,beer,15.90592019
Kennedy's,Eye of the Hawk Ale,beer,13.86645965
Salty Sailor Tavern,Native Ale,beer,14.78553317
The Broken Stool,Amber Classic,beer,16.53283923
Dagmar,Summer Ale,beer,15.52467837
The Drunken Clam,India Dark Ale,beer,16.67352483
Sandbox,Star Wheat Beer,beer,12.99449279
The Orange Tree,Woody Creek White,beer,10.25612826
Romanoff's,Rugged Trail Nut Brown Ale,beer,11.05268667
Essence,Harvest Ale,beer,9.756788673
The Globe and Anchor,Calibogue Amber,beer,9.873351202
Essence,Imperial Pale Ale,beer,8.232659884
Gallow's End Tavern,Organic Belgian Ale,beer,9.813459706
Cohan's,Beer,beer,11.63541994
Central Perk,Ed's Cave Creek Chili Beer,beer,10.0700678
Duke's Pub,Dark,beer,15.5934296
Sandbox,Premium,beer,11.75925954
The Leaky Cauldron,Transatlantique Kriek,beer,11.22925008
Torchy's,Imperial Pale Ale,beer,12.23265988
The Pool Hall,Premium Lager,beer,10.49068231
Grilby's,Lovers Beer,beer,12.77073929
Cocktails and Dreams,Munich Dark,beer,11.80682334
The Admiral Benbow Inn,Light Beer,beer,14.37846642
Sandbox,Mai-Ur-Bock,beer,12.70448936
The Brick,Damm,beer,8.556346099
SaxonwoldShebeen,Hen's Tooth,beer,12.23631004
Border Watch Inn,Autumnal Fire,beer,16.09864778
Romanoff's,Boombalatty,beer,13.63432639
Cafe Rene,Dutch Amber,beer,11.64922613
Windpeak Inn,Winter Brew,beer,8.152726502
Dal Riata,Pizza,food,12.28
Rowlf's Tavern,Fat Boy Blue,beer,11.60276243
Dal Riata,Old Speckled Hen,beer,13.80593185
The Admiral Benbow Inn,Drool Brown Ale,beer,13.68759319
Maccadam's Old Oil House,Endo IPA,beer,12.24366726
The Count's Arms,Harbor Real Ale,beer,12.86178177
Torchy's,Steamboat Shandy,beer,12.79081779
The Crazy Cock,Hercules Double IPA,beer,8.227300055
Rolliver's Inn,River Porter,beer,14.79436462
Cafe Rene,Monk Madness Ale,beer,10.34756422
The Feathers,Kloster Weizen,beer,12.54177724
De Rossi's Wine Bar,Pale Beer,beer,14.14944704
Grilby's,Perfect Porter,beer,14.42304118
The Eolian,Snowplow Milk Stout,beer,11.68547179
Kavanagh's Irish Pub,Chesterfield Ale,beer,11.27100842
The Yellow Flag,14er's ESB,beer,11.08455467
Maxwell's Nightclub,Special Bitter,beer,15.88131588
The Bamboo Lounge,Honey Weiss,beer,10.1186049
Mama Chow's Fine Dining,India Pale Ale,beer,13.50699488
The Place,Messiah Bold,beer,13.71629936
Milliway's,Lambic,beer,12.75077268
Talon Bar,Dunkel Weisse,beer,13.18018985
The Snug,Organic English Ale,beer,10.37380524
Underworld Tavern,Decadent,beer,16.19329632
Mancini's Family Restaurant,Merry Monks' Ale,beer,11.37942648
Kennedy's,Garry Dark Ale,beer,14.87877497
De Rossi's Wine Bar,Altfrankisches Dunkel,beer,15.95757941
Free the Paedos,Raspberry Wheat,beer,9.387788742
Old Prospector Saloon,Porter,beer,10.27921083
Mos Eisley Cantina,Honey Brown,beer,9.190579942
The Feathers,Honker's Ale,beer,12.61276717
MacLaren's Pub,Drool Brown Ale,beer,10.68759319
The Brass Lantern,Pils im Stein,beer,16.56574665
St. Elmo's Bar,Cherry Stout,beer,12.03500482
The Brass Lantern,Skinny Dip Beer,beer,16.70660057
The Old Haunt,Bohemian Black Lager,beer,11.85971873
The Bull,Winter Ale,beer,12.27102832
The Orange Tree,Irish Lager,beer,11.59427726
The Thorax Bar,Blonde French Golden Ale,beer,12.11818117
Dugout Inn,Acker,beer,12.1963068
The Brick,Blithering Idiot,beer,8.75647226
Salty Sailor Tavern,U.S. Pale Ale,beer,13.22625468
Free the Paedos,Schwarzbier,beer,12.0658471
The Sole Regret,Expedition Ale,beer,10.76177429
Low Point,Baron Ale,beer,11.18135174
Puzzles,Hat Blind Faith,beer,13.16029423
Dead Man's Drink,Steamboat Shandy,beer,8.790817789
The Sole Regret,Premium Ale,beer,10.78231244
Rowlf's Tavern,Hen's Tooth,beer,8.236310038
Rick's Café Américain,Amber Classic,beer,14.53283923
McAnally's,Burly Brown,beer,13.08692871
The Rusty Anchor,Christmas Ale,beer,12.83042841
Free the Paedos,Road Dog Scottish Porter,beer,11.48947722
The Shakespeare,Mud Black & Tan,beer,12.31747228
The Place,Ice,beer,11.77581652
The Drowned Trout,Brau-Weisse,beer,14.07277843
The Boom Boom Room,Blonde Lager,beer,12.09665518
The Feathers,Revenge Brown Ale,beer,11.26435861
The Last Resort,Brewery Kasteel Donker,beer,14.45954248
Gallow's End Tavern,White Biere,beer,11.74879085
The Lamb & Flag,Premium Lager,beer,11.49068231
Braidwood Inn,Elbow,beer,14.22102109
The Lion and Unicorn,Auburn Ale,beer,10.63551019
Dagmar,Light Ale,beer,13.63889088
Puzzles,Hefe-Weiss Premium,beer,15.84915448
World's End Tavern,Fried pickles,food,10.7
The Mucky Duck,Elbow,beer,12.22102109
Fangtasia,60 Minute IPA,beer,10.31762692
The Old Haunt,Amber Classic,beer,13.53283923
The Peach Pit,Potstickers,food,10.1
Border Watch Inn,Baltic Porter,beer,15.78257987
Maccadam's Old Oil House,Horseshoe,beer,12.25962291
The Iron Horse,Widow Oatmeal Stout,beer,10.39696608
Palace Saloon,Doppio Malto,beer,13.03926361
The Moon Under Water,Elfego Bock,beer,11.93389841
St. Elmo's Bar,Mild Ale,beer,12.67517139
The King and Queen Tavern,Rally Cap Ale,beer,10.27104248
Eden Hall,California Pale Ale,beer,11.13567959
Dugout Inn,Amberbier,beer,10.08856234
Duke's Pub,Black Label,beer,15.4025626
The Rose & Crown,Black Mocha Stout,beer,9.175232938
Grilby's,Pils im Stein,beer,15.56574665
MacLaren's Pub,de Chambly,beer,9.489833569
The Tropicana,Burly Brown,beer,15.08692871
Frostfruit Inn,Wee Heavy,beer,11.65396267
The Tropicana,Modelo,beer,14.69591549
The Grind & Jolt Cafe,Red Ale,beer,9.15201693
The Moonrakers,de Bourgogne,beer,9.552816389
The Snug,River Vienna Lager,beer,10.3654341
Colonial Taphouse,Calibogue Amber,beer,8.873351202
Grilby's,Mild Ale,beer,12.67517139
Pedro McKinnon,Scottish Ale,beer,15.59014746
McAnally's,Sheep Ale,beer,10.91086581
Jack Rabbit Slim's,Lauritz Pilsner,beer,14.66559826
SaxonwoldShebeen,Peg Leg Imperial Stout,beer,12.20205796
The Kit Kat Klub,Chill,beer,10.96926641
Windpeak Inn,Bock,beer,9.95712414
Dugout Inn,All Natural Tripel Blonde Ale,beer,9.864689985
The Railway Arms,Blonde French Golden Ale,beer,11.11818117
The Rose & Thorn,Titan IPA,beer,13.07172573
Milliway's,Loft Beer,beer,12.07219139
Dexter Lake Club,Black Wheat,beer,12.91189271
The Winchester Club,Stout,beer,13.89629825
Poor Richard's,Ommegeddon,beer,14.45135069
Wonder Bar,India Pale Ale,beer,13.50699488
The Leaky Cauldron,Genuine Draft,beer,13.23640342
O'Malley's,Mountain Kolsch,beer,12.77320471
The Feathers,Bear Southern Blonde,beer,9.869638443
Roulette,Helles Lager,beer,12.05353214
The Lamb & Flag,Endo IPA,beer,11.24366726
Maccadam's Old Oil House,Hammerhead Red Ale,beer,12.84579531
The Iron Horse,Signature Pilsner,beer,13.37171549
The Grind & Jolt Cafe,Hefe-Weizen Dunkel,beer,12.11059948
De Rossi's Wine Bar,Cherry Stout,beer,12.03500482
Bunnys,Loft Beer,beer,14.07219139
Snakehole Lounge,Red Rush Ale,beer,12.41215583
﻿Ace of Clubs,Bear Irish Red,beer,9.199184833
Milliway's,OV,beer,9.48738278
The Elephant,Australian Best Ale,beer,12.70847724
The Tropicana,Weizen-Eisbock,beer,13.21464158
Mos Eisley Cantina,Porter,beer,10.27921083
Electric Psychedelic Pussycat Swingers Club,Black Spring Double Stout,beer,11.55279665
The Brick,Mild Ale,beer,8.675171394
The Aidensfield Arms,Pub Lager,beer,13.83182923
Rolliver's Inn,Unfiltered Wheat Beer,beer,13.58088242
The Boom Boom Room,Premium Pils,beer,10.19810353
Night Spot,Der Weisse Bock,beer,11.76681869
The Mucky Duck,Yeti Oak Aged Imperial Stout,beer,13.6749208
Lusty Leopard,Crack'd Wheat,beer,13.4861103
Playaz Club,Alt,beer,12.58085843
World's End Tavern,Der Weisse Bock,beer,14.76681869
The Spotted Dog,#5 Gold Beer,beer,13.05971261
The Sole Regret,Uber Pils,beer,8.751190709
Table Salt,Crack'd Wheat,beer,15.4861103
The Lion and Unicorn,Dubbel Belgian Abbey Ale,beer,11.05198999
The Drunken Clam,Traditional Welsh Ale,beer,15.53141724
Bob's Country Bunker,Natural Blonde,beer,16.33382584
The Snug,Maharaja Imperial IPA,beer,12.66184745
The Boom Boom Room,Framboise,beer,9.714697205
Gallow's End Tavern,Boombalatty,beer,10.63432639
Cooper's,Spotted Cow Ale,beer,10.10721819
The Elephant,Almond Stout,beer,14.08273728
Frostfruit Inn,Curator Dunkler Doppelbock,beer,12.71609507
Roulette,American Ale,beer,12.03197828
Duke's Pub,Lager Beer,beer,13.893697
The Prancing Pony,Imperial Saison,beer,12.9216025
The Old Pink Dog,Ice Light,beer,13.74092888
The Oak and Crosier,Calibogue Amber,beer,10.8733512
Kennedy's,Butt English Porter,beer,14.00666304
Wandin Valley RSL,Midas Touch,beer,11.92880928
Deville,Carolus Noël,beer,13.95237616
Free the Paedos,Prima Pils,beer,12.0458074
The Lion and Unicorn,Razzberri Ale,beer,12.50220647
Roulette,Two Hearted Ale,beer,13.81686514
The Last Chance Saloon,Berry Weiss,beer,10.50596382
The Tall Ship,Honey Light,beer,15.74412369
Kennedy's,Kaiser Imperial Oktoberfest,beer,12.55802705
Dugout Inn,Transatlantique Kriek,beer,10.22925008
Torchy's,Widow Oatmeal Stout,beer,12.39696608
The Yellow Flag,Organic English Ale,beer,9.373805244
Kadie's Club Pecos,Bavarian Style Lager,beer,16.01522014
Joe's,Mozzarella Sticks,food,8.11
The Buck's Head Inn,Red Ale,beer,12.15201693
Jack's Crocodile Bar,Native Ale,beer,14.78553317
The Ballroom,Western Lager,beer,11.23824641
Scarlet Raven Tavern,Imperial Saison,beer,11.9216025
Rosie's Bar,Amber Light,beer,8.514126521
The Feathers,Hefeweizen,beer,10.77941702
The Bannered Mare,Weizen-Eisbock,beer,11.21464158
St. Elmo's Bar,Honey Ale,beer,15.5161854
The Ballroom,Kilgubbin Red Ale,beer,12.24512082
The Pig and Whistle,Yeti Oak Aged Imperial Stout,beer,12.6749208
The Spotted Dog,La Folie,beer,15.78005201
Fangtasia,Framboise,beer,8.714697205
MacLaren's Pub,Copper Ale,beer,9.204808845
Callahan's Place,Scotch Ale,beer,14.04191238
Fortune Casino,Willie Stout,beer,13.0611969
Windpeak Inn,Clearwater Light,beer,9.098323328
Tabard,Pale Bock,beer,14.10933583
The Buck's Head Inn,Potstickers,food,10.1
The Pig and Whistle,Rustic Ale,beer,13.67640075
The Sole Regret,Mom Hefeweizen,beer,8.680879689
Torchy's,de Chambly,beer,12.48983357
The Last Chance Saloon,HefeWeizen,beer,9.887434806
Milk Club,Pedigree,beer,9.232960284
Windpeak Inn,Light Beer,beer,10.37846642
Kadie's Club Pecos,60 Minute IPA,beer,15.31762692
Puzzles,Strong Pale Ale,beer,16.81796121
Joe's,IPA,beer,12.16728231
Night Spot,German Style Red Ale,beer,9.876872807
The Drunken Huntsman,Calibogue Amber,beer,8.873351202
Gallow's End Tavern,Amberbier,beer,9.088562344
Rolliver's Inn,Harvest Ale,beer,14.75678867
The Rose & Crown,Brown Ale,beer,10.83234763
The Old Pink Dog,Sparkling Ale,beer,15.10233613
The Silver Dollar Saloon,Extra Pale Ale,beer,15.76927491
The Cat & Fiddle,Summerfest,beer,10.60933244
The Last Resort,Chocolate Indulgence,beer,12.61575427
Y Deri Arms,Honey Brown Lager,beer,15.91738549
The Lamb & Flag,Australian Best Ale,beer,10.70847724
